Date,Close AMD,High AMD,Low AMD,Open AMD,Volume AMD
2020-01-02,49.099998474121094,49.25,46.630001068115234,46.86000061035156,80331100
2020-01-03,48.599998474121094,49.38999938964844,47.540000915527344,48.029998779296875,73127400
2020-01-06,48.38999938964844,48.86000061035156,47.86000061035156,48.02000045776367,47934900
2020-01-07,48.25,49.38999938964844,48.040000915527344,49.349998474121094,58061400
2020-01-08,47.83000183105469,48.29999923706055,47.13999938964844,47.849998474121094,53767000
2020-01-09,48.970001220703125,49.959999084472656,48.38999938964844,48.939998626708984,76512800
2020-01-10,48.16999816894531,49.290000915527344,48.0,49.2599983215332,44133700
2020-01-13,48.75,48.86000061035156,48.2400016784668,48.65999984741211,34266800
2020-01-14,48.209999084472656,49.040000915527344,47.90999984741211,48.63999938964844,38563200
2020-01-15,48.54999923706055,49.08000183105469,48.119998931884766,48.22999954223633,40199900
2020-01-16,49.77000045776367,50.310001373291016,48.9900016784668,49.16999816894531,58898900
2020-01-17,50.93000030517578,51.04999923706055,49.900001525878906,50.20000076293945,57722500
2020-01-21,51.04999923706055,51.810001373291016,50.70000076293945,50.959999084472656,49095000
2020-01-22,51.43000030517578,51.880001068115234,51.20000076293945,51.630001068115234,40772200
2020-01-23,51.709999084472656,51.75,50.7400016784668,51.34000015258789,40135400
2020-01-24,50.349998474121094,52.810001373291016,49.470001220703125,52.279998779296875,80004900
2020-01-27,49.2599983215332,49.790000915527344,47.900001525878906,48.45000076293945,48878600
2020-01-28,50.529998779296875,50.849998474121094,49.47999954223633,50.029998779296875,62343800
2020-01-29,47.5099983215332,48.06999969482422,46.099998474121094,47.84000015258789,112349900
2020-01-30,48.779998779296875,48.810001373291016,46.130001068115234,46.4900016784668,70460200
2020-01-31,47.0,48.58000183105469,46.790000915527344,48.400001525878906,60322400
2020-02-03,48.02000045776367,48.099998474121094,46.22999954223633,46.400001525878906,46983500
2020-02-04,49.45000076293945,49.75,48.61000061035156,49.209999084472656,46302100
2020-02-05,49.84000015258789,50.41999816894531,49.310001373291016,50.290000915527344,42737100
2020-02-06,49.31999969482422,49.38999938964844,47.630001068115234,48.79999923706055,48670600
2020-02-07,49.72999954223633,50.66999816894531,48.63999938964844,48.90999984741211,53107600
2020-02-10,52.2599983215332,52.29999923706055,49.349998474121094,49.470001220703125,60971700
2020-02-11,53.79999923706055,54.47999954223633,52.90999984741211,53.220001220703125,74719100
2020-02-12,53.88999938964844,54.849998474121094,53.529998779296875,54.529998779296875,45994900
2020-02-13,54.529998779296875,55.029998779296875,53.34000015258789,53.43000030517578,51640000
2020-02-14,55.310001373291016,55.400001525878906,54.560001373291016,55.189998626708984,52365400
2020-02-18,56.88999938964844,58.130001068115234,54.84000015258789,54.939998626708984,70133200
2020-02-19,58.900001525878906,59.27000045776367,57.5099983215332,57.9900016784668,58597300
2020-02-20,57.27000045776367,59.02000045776367,56.150001525878906,58.439998626708984,74203400
2020-02-21,53.279998779296875,56.79999923706055,52.88999938964844,56.709999084472656,88271100
2020-02-24,49.119998931884766,50.279998779296875,47.4900016784668,48.18000030517578,86624100
2020-02-25,47.56999969482422,51.2400016784668,47.119998931884766,51.13999938964844,88699400
2020-02-26,47.4900016784668,49.290000915527344,47.06999969482422,47.70000076293945,86378400
2020-02-27,44.0099983215332,46.2400016784668,42.209999084472656,45.380001068115234,106416200
2020-02-28,45.47999954223633,46.150001525878906,41.040000915527344,41.36000061035156,100331800
2020-03-02,47.459999084472656,47.68000030517578,44.65999984741211,47.41999816894531,102324700
2020-03-03,46.75,50.20000076293945,45.66999816894531,49.029998779296875,141972300
2020-03-04,50.11000061035156,50.13999938964844,47.209999084472656,48.25,93311800
2020-03-05,48.11000061035156,49.720001220703125,47.5099983215332,48.68000030517578,98302700
2020-03-06,48.59000015258789,49.540000915527344,46.7400016784668,49.439998626708984,124590900
2020-03-09,43.27000045776367,46.34000015258789,42.5099983215332,43.029998779296875,80859800
2020-03-10,45.380001068115234,45.439998626708984,43.099998474121094,45.40999984741211,76228200
