Date,Close AMZN,High AMZN,Low AMZN,Open AMZN,Volume AMZN
2020-01-02,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000
2020-01-03,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000
2020-01-06,95.14399719238281,95.18450164794922,93.0,93.0,81236000
2020-01-07,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000
2020-01-08,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000
2020-01-09,95.05249786376953,95.89099884033203,94.79000091552734,95.49449920654297,63346000
2020-01-10,94.15799713134766,95.34700012207031,94.0,95.26850128173828,57074000
2020-01-13,94.56500244140625,94.9000015258789,94.04000091552734,94.56549835205078,55616000
2020-01-14,93.47200012207031,94.35549926757812,92.92749786376953,94.29399871826172,68818000
2020-01-15,93.10099792480469,93.94300079345703,92.75450134277344,93.61250305175781,57932000
2020-01-16,93.89700317382812,94.27950286865234,93.3010025024414,94.14949798583984,53190000
2020-01-17,93.23600006103516,94.33200073242188,92.86250305175781,94.29450225830078,79946000
2020-01-21,94.5999984741211,94.7135009765625,93.0,93.25,74156000
2020-01-22,94.37300109863281,95.125,94.16699981689453,94.80449676513672,64326000
2020-01-23,94.22899627685547,94.4990005493164,93.63800048828125,94.25550079345703,49692000
2020-01-24,93.08200073242188,94.74949645996094,92.37200164794922,94.56849670410156,75324000
2020-01-27,91.41699981689453,92.05000305175781,90.76699829101562,91.0,70570000
2020-01-28,92.6624984741211,92.90550231933594,91.5009994506836,92.0250015258789,56160000
2020-01-29,92.9000015258789,93.73750305175781,92.7509994506836,93.19999694824219,41760000
2020-01-30,93.53399658203125,93.64350128173828,92.53050231933594,92.9000015258789,126548000
2020-01-31,100.43599700927734,102.78600311279297,100.1135025024414,102.57350158691406,311346000
2020-02-03,100.20999908447266,102.42500305175781,100.01249694824219,100.52999877929688,117834000
2020-02-04,102.4834976196289,102.98999786376953,100.76850128173828,101.49400329589844,105786000
2020-02-05,101.99349975585938,103.5510025024414,101.5999984741211,103.5510025024414,87524000
2020-02-06,102.5114974975586,102.81500244140625,101.23999786376953,102.0510025024414,63660000
2020-02-07,103.96399688720703,104.92649841308594,101.90499877929688,102.09950256347656,101906000
2020-02-10,106.69550323486328,106.77999877929688,104.24800109863281,104.25050354003906,101124000
2020-02-11,107.54000091552734,109.29750061035156,106.80000305175781,107.54499816894531,114920000
2020-02-12,108.0,109.01249694824219,107.7645034790039,108.16000366210938,66686000
2020-02-13,107.49349975585938,108.51399993896484,107.0999984741211,107.24949645996094,60636000
2020-02-14,106.74349975585938,107.9520034790039,106.29450225830078,107.78399658203125,52124000
2020-02-18,107.78350067138672,108.30349731445312,106.20549774169922,106.2509994506836,58912000
2020-02-19,108.51100158691406,109.25499725341797,108.05599975585938,108.38999938964844,51224000
2020-02-20,107.65499877929688,108.8395004272461,106.37249755859375,108.65350341796875,62626000
2020-02-21,104.79850006103516,107.22750091552734,104.4000015258789,107.10749816894531,92926000
2020-02-24,100.4645004272461,101.96499633789062,99.39849853515625,100.15899658203125,130940000
2020-02-25,98.63700103759766,101.7300033569336,97.9209976196289,101.32099914550781,124382000
2020-02-26,98.97949981689453,100.7334976196289,98.02249908447266,98.51399993896484,104492000
2020-02-27,94.21499633789062,98.75,94.13800048828125,96.71900177001953,162880000
2020-02-28,94.1875,94.48799896240234,90.55650329589844,90.73149871826172,189620000
2020-03-02,97.69750213623047,97.72550201416016,93.5,95.32450103759766,135234000
2020-03-03,95.44950103759766,99.81649780273438,94.40450286865234,98.76850128173828,150690000
2020-03-04,98.79149627685547,98.9000015258789,96.0999984741211,97.32849884033203,95458000
2020-03-05,96.20149993896484,98.03600311279297,95.5,96.6500015258789,94964000
2020-03-06,95.05449676513672,95.54350280761719,93.4749984741211,93.75,105472000
2020-03-09,90.03050231933594,93.13849639892578,88.06449890136719,88.69300079345703,156264000
2020-03-10,94.59100341796875,94.7135009765625,90.90850067138672,93.54399871826172,142666000
2020-03-11,91.04299926757812,93.56600189208984,90.07499694824219,92.89250183105469,112496000
2020-03-12,83.83049774169922,88.25,83.75,86.0989990234375,226924000
2020-03-13,89.25,89.31549835205078,84.03099822998047,87.75,176194000
2020-03-16,84.4574966430664,87.97250366210938,81.30149841308594,82.07550048828125,178346000
2020-03-17,90.39199829101562,92.88899993896484,84.46199798583984,88.77349853515625,218342000
2020-03-18,91.5,92.08300018310547,87.25,87.5,192904000
2020-03-19,94.04650115966797,97.25,91.63249969482422,93.0,207998000
2020-03-20,92.30449676513672,97.8499984741211,91.0364990234375,96.31549835205078,196358000
2020-03-23,95.1415023803711,95.97000122070312,90.5999984741211,91.38749694824219,156170000
2020-03-24,97.00499725341797,97.75,95.01699829101562,97.57499694824219,142942000
2020-03-25,94.29199981689453,97.51300048828125,94.28900146484375,96.03450012207031,129582000
2020-03-26,97.77449798583984,97.82450103759766,94.4645004272461,95.0999984741211,124426000
2020-03-27,95.00499725341797,96.989501953125,94.99600219726562,96.54299926757812,107758000
2020-03-30,98.19750213623047,98.68150329589844,95.61699676513672,96.1415023803711,122522000
2020-03-31,97.48600006103516,99.6510009765625,97.20050048828125,98.21749877929688,102472000
2020-04-01,95.38500213623047,97.24800109863281,94.6500015258789,96.64849853515625,82438000
2020-04-02,95.94149780273438,96.37650299072266,94.5,95.08200073242188,86720000
2020-04-03,95.32949829101562,96.31649780273438,94.4574966430664,95.55750274658203,72198000
2020-04-06,99.87950134277344,99.9260025024414,96.5009994506836,96.80000305175781,115464000
2020-04-07,100.58000183105469,101.78600311279297,99.88099670410156,100.85549926757812,102280000
2020-04-08,102.1500015258789,102.19999694824219,100.55750274658203,101.05000305175781,79546000
2020-04-09,102.13800048828125,102.6500015258789,100.88300323486328,102.21499633789062,92930000
2020-04-13,108.44349670410156,109.0,101.9000015258789,102.0,134334000
2020-04-14,114.16600036621094,114.5999984741211,109.31050109863281,110.02349853515625,161744000
2020-04-15,115.38400268554688,116.66850280761719,112.25,112.88400268554688,137332000
2020-04-16,120.40950012207031,123.05000305175781,116.75,117.30000305175781,240764000
2020-04-17,118.75,120.0,115.8010025024414,118.61650085449219,158600000
2020-04-20,119.68049621582031,122.2490005493164,119.30249786376953,119.49749755859375,115414000
2020-04-21,116.40599822998047,121.41549682617188,113.98300170898438,120.83049774169922,149534000
2020-04-22,118.17449951171875,119.69999694824219,117.55000305175781,118.44999694824219,84244000
2020-04-23,119.97250366210938,121.21099853515625,119.10399627685547,119.9990005493164,101332000
2020-04-24,120.51100158691406,121.02149963378906,119.0999984741211,120.8499984741211,76498000
2020-04-27,118.80000305175781,122.24400329589844,118.1500015258789,122.16000366210938,112912000
2020-04-28,115.7040023803711,118.67500305175781,115.30000305175781,118.6050033569336,105388000
2020-04-29,118.635498046875,119.59449768066406,115.5,116.50050354003906,91832000
2020-04-30,123.69999694824219,123.75,119.80049896240234,120.99199676513672,190692000
2020-05-01,114.302001953125,118.12200164794922,112.90950012207031,116.83999633789062,195452000
2020-05-04,115.79949951171875,116.3489990234375,112.81900024414062,112.81900024414062,97318000
2020-05-05,115.88999938964844,117.55000305175781,115.35649871826172,117.0,64850000
2020-05-06,117.56300354003906,117.87249755859375,116.0,116.47200012207031,62356000
2020-05-07,118.38050079345703,118.80000305175781,117.15550231933594,118.73899841308594,67928000
2020-05-08,118.98049926757812,119.36199951171875,117.8499984741211,118.60700225830078,64132000
2020-05-11,120.44999694824219,120.9834976196289,118.60549926757812,118.73500061035156,65184000
2020-05-12,117.84750366210938,120.94999694824219,117.75,120.59249877929688,61498000
2020-05-13,118.39600372314453,120.38500213623047,116.88999938964844,118.33999633789062,95658000
2020-05-14,119.44249725341797,119.56849670410156,117.6604995727539,118.05049896240234,72962000
2020-05-15,120.48899841308594,120.55000305175781,117.81849670410156,118.4260025024414,84700000
2020-05-18,121.31300354003906,121.6500015258789,119.20050048828125,120.21749877929688,87144000
2020-05-19,122.46649932861328,124.25,121.44850158691406,121.49150085449219,86410000
2020-05-20,124.89700317382812,125.00050354003906,123.3635025024414,123.89350128173828,79962000
2020-05-21,122.33699798583984,126.27249908447266,122.12699890136719,125.0,102288000
